Symbol	Length	LTL_S1	LTL_S2	LTL_S3
COL4A5	6780	3977	6508	5312
GUCY2F	3734	0	0	2
ACSL4	5854	1661	2307	1756
TMEM164	6165	1056	1321	1152
AMMECR1	6391	1010	1441	888
CHRDL1	4171	102	65	115
PAK3	10020	9	2	55
CAPN6	3581	45	11	192
DCX	9990	65	65	224
LINC00890	4598	3	7	12
AMOT	8516	2667	2652	3364
RP5-964N17.1	500	17	21	23
HTR2C	4849	0	1	0
LRCH2	4944	581	930	832
RBMXL3	3470	5	5	3
PLS3	3954	1231	1566	2156
RP11-761E20.1	2082	143	161	167
KLHL13	6995	6216	10419	4575
WDR44	4167	639	837	715
DOCK11	6717	630	957	1052
KIAA1210	7838	2	4	24
SEPT6	6446	963	1489	1112
RP4-755D9.1	2503	53	72	74
TMEM255A	3850	7	7	21
CUL4B	6289	1390	1762	1760
CT47A12	1454	0	0	0
GRIA3	6376	91	105	234
THOC2	5861	1478	1699	1744
STAG2	7494	3905	5047	4545
RP1-30E17.2	485	4	4	2
SMARCA1	4126	2780	3730	3662
OCRL	5549	529	666	718
ELF4	4326	220	247	410
ZNF280C	4653	222	337	421
SLC25A14	2576	209	338	273
RP1-274L7.1	1658	1	1	0
FAM45B	1625	4	1	5
RP1-23K20.2	565	1	0	0
IGSF1	6752	782	745	666
OR13H1	1082	6	7	10
RP11-453F18__B.1	2941	172	249	250
MST4	3367	294	371	290
RAP2C-AS1	3540	70	174	175
MBNL3	12047	319	542	610
HS6ST2	5090	579	969	623
GPC4	5067	148	112	353
GPC3	2646	11092	11535	13505
PHF6	8025	723	1202	1043
LINC00629	847	16	29	26
PLAC1	1337	327	522	473
FAM122C	6372	54	76	62
RP3-473B4.3	964	0	2	2
ZNF449	5335	402	571	580
CT45A2	1396	0	0	0
GPR112	10155	0	0	1
ARHGEF6	6589	7	8	47
RP11-308D16.4	2226	42	44	54
FGF13	3013	159	183	248
MCF2	5027	2	3	4
ATP11C	7327	874	1119	942
LINC00632	2643	13	40	27
SPANXA2-OT1	1705	1	2	1
GS1-256O22.5	629	0	0	0
RP3-526F5.2	321	0	0	0
LINC00894	6346	201	291	307
MAMLD1	5212	9	7	22
MTM1	3640	359	354	346
PASD1	3179	0	0	0
PRRG3	6236	75	88	67
GABRE	4302	2	7	21
GABRA3	4088	3	3	14
PNMA6A	2390	1	1	0
U82670.4	925	0	0	0
ATP2B3	7558	2	7	4
SLC6A8	4991	615	851	932
HCFC1	9030	1044	1205	1272
MECP2	11687	638	851	966
OPN1MW2	1267	0	0	0
MPP1	2260	343	371	260
FUNDC2	6681	537	627	521
CLIC2	2782	5	3	4
TMLHE-AS1	3231	13	24	14
TMLHE	3485	265	282	310
PLCXD1	11208	0	0	0
GTPBP6	3068	0	0	0
LINC00685	860	0	0	0
PPP2R3B	4328	0	0	0
AL732314.1	204	0	0	0
SHOX	8782	0	0	0
RP11-309M23.1	1180	0	0	0
CRLF2	2424	0	0	0
CSF2RA	5818	0	0	0
BX649553.3	150	0	0	0
BX649553.4	150	0	0	0
BX649553.2	152	0	0	0
MIR3690	152	0	0	0
BX649553.1	152	0	0	0
RNA5SP498	242	0	0	0
RN7SL355P	630	0	0	0
IL3RA	3436	0	0	0
SLC25A6	4332	0	0	0
LINC00106	746	0	0	0
ASMTL-AS1	2678	0	0	0
ASMTL	5118	0	0	0
P2RY8	8924	0	0	0
AKAP17A	8160	0	0	0
ASMT	3710	0	0	0
RP13-297E16.4	896	0	0	0
RP13-297E16.5	1100	0	0	0
DHRSX-IT1	1306	0	0	0
ZBED1	9516	0	0	0
CD99P1	5594	0	0	0
LINC00102	2684	0	0	0
XG	2945	28	43	12
GYG2-AS1	517	1	4	0
ARSD	6330	2678	3538	2184
ARSD-AS1	818	0	0	0
ARSH	1884	2	0	2
RN7SL578P	281	0	0	0
CXorf28	786	0	1	1
MXRA5	9800	61	60	515
RNU6-114P	106	0	0	0
RNU6-146P	109	0	0	0
PRKX-AS1	519	0	0	0
RP11-706O15.1	1482	133	177	127
RP11-706O15.3	2201	0	0	0
RP11-706O15.5	2197	0	0	0
RP11-706O15.7	2120	0	0	0
AC108683.1	80	0	0	0
RP11-707P20.1	1187	0	0	0
AC074035.1	123	0	0	0
MIR4770	59	0	0	0
VCX3A	998	0	2	0
RP11-1M18.1	520	0	1	11
HDHD1	3175	582	666	645
MIR4767	79	0	0	0
VCX	970	0	1	0
PNPLA4	3434	183	300	252
RP11-692P14.1	179	6	4	2
MIR651	98	3	0	0
VCX2	814	1	0	0
VCX3B	1177	1	3	0
FAM9A	1600	0	0	0
GS1-542M4.4	469	0	0	0
FAM9B	4087	0	0	4
RNA5SP499	120	0	0	0
GS1-519E5.1	1717	0	0	0
AC002365.1	644	0	1	2
WWC3-AS1	580	0	1	1
CLCN4	6763	425	547	474
AC003666.1	103	1	0	2
RNU6-800P	104	0	0	0
AMELX	842	3	1	5
MIR548AX	74	0	0	2
MSL3	5431	309	475	465
AC002981.1	85	0	0	0
FRMPD4-AS1	287	0	0	0
PRPS2	2750	133	136	207
TLR7	5213	0	0	3
TLR8-AS1	1352	0	0	0
TLR8	4356	0	0	2
TMSB4X	1707	10181	12759	14488
FAM9C	5864	1	1	2
RP11-791M20.1	915	1	0	0
GS1-600G8.5	1500	1	1	1
GS1-600G8.3	2266	3	3	1
ATXN3L	1750	4	1	1
RP11-142G7.2	587	0	2	1
RP11-1L9.1	455	1	2	0
RN7SKP20	314	1	2	1
TCEANC	3415	115	170	154
RAB9A	2042	565	582	454
TRAPPC2	3054	598	823	600
RP1-122K4.2	698	0	0	2
RP1-122K4.3	546	3	0	2
GEMIN8	2071	244	351	310
AC003035.1	102	0	0	0
AC003658.1	144	0	0	0
FANCB	3025	26	21	53
MOSPD2	5042	563	754	706
ASB9	2065	227	238	139
ASB11	3730	1	0	1
PIGA	3632	274	422	309
FIGF	2160	2	1	4
BMX	2827	31	13	20
GS1-594A7.3	576	2	2	0
TMEM27	1584	182	162	101
CA5BP1	1268	60	80	70
CA5B	6374	152	190	168
ZRSR2	2089	118	143	132
RNU5F-7P	116	0	0	0
GRPR	1932	12	17	52
RP11-431J24.2	1227	22	25	48
MAGEB17	1614	5	10	17
AC078993.1	86	16	11	12
AC073597.1	98	5	4	3
RN7SL658P	302	4	1	2
MIR548AM	75	2	2	1
S100G	458	4	4	1
RNU7-56P	63	0	0	2
TXLNG	4470	575	735	601
RBBP7	2739	1898	2794	2424
RNU4-6P	123	0	0	0
SNORA16	261	0	1	8
MIR4768	75	15	13	20
NHS-AS1	368	15	3	15
SCML1	2923	69	182	141
RS1	3493	9	3	8
PPEF1-AS1	432	0	1	0
AL096700.1	146	0	0	0
PHKA2-AS1	934	8	5	7
PHKA2	7767	609	727	814
RN7SL48P	290	0	0	1
PDHA1	4045	1151	1637	1408
CXorf23	8144	284	348	338
MIR23C	101	0	0	0
EIF1AX	4434	941	1391	1003
snoU2-30	71	4	11	6
EIF1AX-AS1	380	14	17	25
RN7SKP183	325	0	1	0
RNU6-133P	108	0	0	0
AL928874.1	93	0	0	0
KLHL34	2841	1	5	0
YY2	2742	13	13	13
RN7SL436P	282	0	0	0
PHEX-AS1	1911	0	0	3
ZNF645	1511	0	0	1
RP11-494I9.2	392	0	0	2
RNU6-266P	108	0	0	0
AC092832.1	87	0	0	0
GS1-433O24.1	384	0	0	0
DDX53	2119	0	1	1
AC004673.1	75	0	0	0
PTCHD1	13717	10	9	108
PRDX4	1409	876	1289	1145
AC131011.1	111	1	0	0
RP13-314C10.5	675	6	5	5
SAT1	1688	2288	3626	4164
CXorf58	1761	3	3	10
KLHL15	6276	471	762	688
EIF2S3	3135	4618	6384	5516
ZFX-AS1	420	4	7	7
ZFX	8231	1715	2262	2179
AC096509.1	134	0	0	0
AC004552.1	99	0	0	0
AC004656.1	102	0	1	0
GS1-358P8.4	4952	634	1170	1032
PCYT1B-AS1	277	0	0	0
AC004655.1	71	1	1	0
SCARNA23	131	54	78	70
ARX	2881	0	0	0
RN7SL91P	290	0	0	0
AC112778.1	92	0	0	0
RP11-86A5.1	554	0	0	0
MAGEB18	1814	0	0	0
MAGEB6	1951	0	0	0
MAGEB5	1218	0	0	0
VENTXP1	2717	0	0	0
RNU1-142P	146	0	0	0
RP11-268G12.3	679	0	0	2
MAGEB10	1956	0	0	0
DCAF8L1	3458	3	1	2
AC078988.1	100	0	0	0
RP11-149B9.2	759	0	0	0
RP1-146A15.1	467	1	0	1
RNA5SP500	120	0	0	0
MIR4666B	82	0	0	0
MAGEB2	1612	0	0	0
MAGEB3	2308	0	0	0
MAGEB4	2238	0	0	0
MAGEB1	1974	0	0	0
NR0B1	2206	177	297	212
AC005926.1	95	0	0	0
CXorf21	1858	0	0	5
GK	4034	1839	1649	1389
GK-IT1	399	8	2	4
RP11-242C19.2	564	58	71	43
GK-AS1	653	53	67	65
TAB3-AS1	247	7	16	9
TAB3-AS2	294	0	0	0
FTHL17	812	0	0	0
RNU6-894P	107	0	1	0
RNA5SP501	113	0	0	0
MIR3915	98	0	0	0
MIR548F5	87	0	0	0
DMD-AS3	295	0	0	0
FAM47A	2580	4	4	5
TMEM47	4057	638	828	706
FAM47B	2123	0	0	0
AL596268.1	129	0	0	0
RNU6-1087P	102	0	0	0
MAGEB16	1991	0	0	0
CXorf22	3624	17	48	36
RNU6-641P	108	0	0	0
CHDC2	1967	9	26	20
AL590285.1	97	0	0	0
FAM47C	3309	0	0	0
XK	5209	21	16	13
CYBB	4437	1	2	65
DYNLT3	3193	308	400	315
RNU6-49P	108	0	0	0
AL121578.2	713	0	0	2
CXorf27	501	0	0	0
MIR548AJ2	93	0	0	0
RP13-43E11.1	657	0	0	0
RNU7-7P	63	0	0	0
RP4-646N3.1	1185	0	3	2
MID1IP1	2595	421	615	436
MID1IP1-AS1	378	12	21	14
RNU6-591P	107	0	0	0
RP11-265P11.1	831	0	0	0
RP11-265P11.2	1777	0	1	0
RP11-157D23.1	886	0	0	0
RP11-157D23.2	790	0	0	0
MIR3937	107	0	0	0
RN7SL732P	299	3	3	1
MIR1587	2032	0	0	0
AC092198.1	2693	1	3	3
RP11-320G24.1	3003	0	0	1
RNU7-164P	63	0	0	0
ATP6AP2	2200	1904	2556	1946
MED14	8019	538	642	804
MED14-AS1	899	13	16	14
RP5-1172N10.4	652	0	0	0
RP5-1172N10.2	837	2	4	3
RNA5SP502	120	0	0	0
DDX3X	5890	4945	6343	5708
RN7SL15P	296	6	12	20
NYX	2991	4	6	1
CASK-AS1	517	4	0	4
RNU6-1321P	108	3	3	2
RN7SL406P	287	0	1	1
RN7SL144P	297	1	3	2
GPR82	3352	15	17	13
RNU6-202P	97	4	1	6
RP11-524P6.1	480	0	0	0
RNU6-630P	107	0	0	0
RNU6-1124P	108	0	0	0
RP3-326I13.1	2234	0	0	0
NDP	1836	0	2	14
NDP-AS1	742	0	0	0
FUNDC1	1404	205	280	210
AL136137.1	86	0	0	0
RN7SL291P	288	0	0	0
DUSP21	883	0	0	0
RNU6-523P	62	0	0	2
CXorf36	6601	1	2	26
RP11-245M24.1	2904	0	0	0
MIR221	111	0	0	3
MIR222	111	0	0	0
RP6-99M1.3	529	2	1	1
RP6-99M1.2	1760	12	13	16
RP5-1158E12.3	1962	1	1	3
RP5-1158E12.1	769	0	0	0
RP1-30G7.2	628	7	9	12
KRBOX4	3630	266	346	319
RNU6-50P	104	1	0	2
ZNF674-AS1	2080	73	103	97
CHST7	2291	18	5	18
RP2	3808	328	386	409
CXorf31	525	3	7	2
RGN	2796	148	118	87
RNU6-1189P	108	16	13	12
RNU12-2P	157	0	2	0
NDUFB11	1421	743	922	660
RBM10	3876	936	1193	997
INE1	946	24	45	48
CDK16	4209	1483	1817	1592
USP11	3536	1049	1682	1454
RN7SL785P	250	0	0	0
RP11-571E6.3	479	0	3	1
RNU6-149P	108	0	0	0
ZNF157	2322	24	27	22
SNORA11C	130	0	0	0
CXorf24	1239	50	82	73
ARAF	3107	669	816	743
TIMP1	1712	326	348	511
MIR4769	78	0	0	0
CFP	1928	1	11	7
ELK1	3406	206	243	279
UXT	967	370	508	378
RP1-212G6.7	1546	2	8	5
SPACA5	737	0	0	0
ZNF630-AS1	398	0	2	3
ZNF630	2885	47	53	67
SSX6	339	0	0	0
SPACA5B	599	0	0	0
RNU6-707P	96	0	0	0
SSX5	1393	0	0	0
RNA5SP503	118	0	0	0
SSX1	1306	4	0	3
SSX9	585	0	0	0
RP11-344N17.8	272	0	0	0
SSX3	1621	0	0	0
SSX4	1330	0	0	0
SSX4B	1225	0	0	0
SLC38A5	3699	36	30	30
FTSJ1	2071	324	429	396
PORCN	2278	43	64	48
EBP	1780	932	903	723
TBC1D25	4180	166	222	227
AC115618.1	1795	16	27	17
RBM3	3417	1768	2831	2359
RP11-1148L6.5	452	33	63	48
WDR13	3783	1226	1405	1211
WAS	1963	18	20	24
SUV39H1	3290	59	78	72
AF196970.3	928	3	1	1
RNU6-1056P	108	0	0	0
RNU6-29P	108	2	1	3
GATA1	1504	0	1	5
HDAC6	4594	2522	3220	2651
ERAS	1267	3	2	5
PCSK1N	1351	115	132	194
TIMM17B	1245	498	816	522
SLC35A2	3189	412	556	395
PIM2	2424	81	129	114
OTUD5	3339	701	911	810
RNU6-722P	105	0	3	2
KCND1	5731	15	18	34
GRIPAP1	4732	639	811	801
RN7SL139P	309	0	0	0
CCDC120	4402	197	237	269
PRAF2	1741	66	118	109
WDR45	3255	548	572	486
AF196779.12	1184	0	0	0
RNU4-52P	139	1	0	0
GPKOW	1746	320	433	320
RN7SL262P	293	2	2	2
PLP2	1284	108	211	241
PRICKLE3	3255	38	70	63
SYP	3384	37	56	40
SYP-AS1	544	0	1	1
AF196779.1	88	0	0	0
CACNA1F	6253	21	47	36
CCDC22	2340	269	429	316
FOXP3	2590	11	19	9
PPP1R3F	4066	48	60	64
LL0XNC01-7P3.1	2716	68	92	67
GAGE10	543	3	1	5
GAGE12J	546	0	0	0
GAGE13	532	0	0	0
GAGE2E	522	0	0	0
GAGE2D	522	0	0	0
GAGE12I	525	0	0	0
GAGE2C	522	0	0	0
GAGE2B	514	0	0	0
GAGE12B	118	0	0	0
GAGE12C	532	0	0	0
GAGE12D	532	0	0	0
GAGE12E	525	0	0	0
GAGE12F	532	0	0	0
GAGE12G	532	0	0	0
GAGE12H	532	0	0	0
GAGE2A	533	0	0	0
GAGE1	773	0	0	0
PAGE1	671	0	0	0
PAGE4	1835	0	0	0
USP27X-AS1	2177	23	53	38
USP27X	2698	125	146	125
RNU6-421P	108	3	0	1
MIR532	92	4	3	2
MIR188	87	6	7	3
AF222686.1	84	4	5	6
MIR500A	85	7	13	12
MIR362	66	0	1	4
MIR501	85	0	5	0
MIR500B	80	0	3	2
MIR660	98	0	4	1
MIR502	87	0	0	1
AKAP4	3036	5	5	2
AL121865.1	93	0	0	0
RNU6-935P	101	0	1	2
BMP15	1181	0	0	0
NUDT10	2057	14	78	81
RP11-348F1.2	588	6	8	9
CXorf67	1922	2	0	3
NUDT11	2387	22	51	75
CENPVP1	1304	0	0	0
GSPT2	2845	223	302	235
RNU6-504P	105	1	2	0
RP11-114H20.1	2371	0	0	0
MAGED4B	2697	1	0	2
SNORA11E	129	0	0	0
MAGED4	4357	1	2	0
SNORA11D	129	0	0	0
RP11-363G10.2	2371	0	0	0
XAGE2B	623	0	0	0
XAGE1B	1058	0	0	0
XAGE1A	962	0	0	0
XAGE2	623	0	0	0
XAGE1C	962	0	0	0
XAGE1D	962	0	0	0
XAGE1E	962	0	0	0
SSX7	1319	0	0	0
RNA5SP504	118	0	0	0
SSX2	1545	0	0	0
SSX2B	1549	0	0	0
SPANXN5	1318	0	0	0
XAGE5	1120	0	0	0
XAGE3	555	1	0	3
FAM156B	4220	24	44	42
FAM156A	4090	6	11	6
TSPYL2	2822	199	240	266
RP11-236P24.3	617	5	1	2
RP11-258C19.5	1199	29	39	31
RNU7-37P	62	1	0	1
AL139396.1	85	0	0	0
RP11-258C19.7	1819	66	66	80
KDM5C	7159	1794	2265	2096
KDM5C-IT1	757	5	6	10
SMC1A	10576	1039	1189	1294
RIBC1	2765	62	121	66
HSD17B10	1107	613	905	618
RP3-339A18.6	220	6	11	6
VTRNA3-1P	103	0	0	0
Z97054.1	101	0	0	0
MIR98	120	4	11	11
MIRLET7F2	84	1	1	0
RNA5SP505	109	0	0	0
RNU6-434P	108	0	0	0
TSR2	1539	329	417	307
FGD1	4293	275	347	405
GNL3L	2606	254	364	309
MAGED2	2633	6478	8750	9000
TRO	4865	1478	1866	2279
PFKFB1	2073	4	6	11
APEX2	3251	200	248	225
PAGE2B	512	0	1	1
PAGE2	556	1	0	0
MTRNR2L10	1122	5	6	3
PAGE5	748	0	0	0
PAGE3	761	0	0	0
hsa-mir-4536-2	89	0	0	0
MAGEH1	1462	801	1142	864
USP51	4409	332	439	326
FOXR2	2790	0	1	0
RP11-167P23.2	213	0	0	0
RRAGB	2583	397	540	563
AL353698.1	1259	0	3	8
KLF8	5079	66	75	97
UBQLN2	3419	333	422	457
RP11-431N15.2	715	7	2	2
RP11-622K12.1	1532	319	491	352
RP11-445O16.3	646	2	5	5
SPIN3	1102	71	74	65
RP3-323P24.3	667	1	9	14
SPIN2A	2836	5	5	5
ZXDB	5639	196	273	247
SPIN4	4118	77	100	133
SPIN4-AS1	428	3	2	4
ARHGEF9-IT1	396	2	3	4
MIR1468	87	0	2	1
AMER1	8445	267	342	352
RN7SL799P	298	0	1	0
ASB12	1292	0	1	3
AL445523.1	107	1	1	0
ZC3H12B	7261	59	96	112
MSN	5720	3232	4069	3868
RP6-159A1.3	859	0	0	0
MIR223	111	0	0	1
VSIG4	2199	0	0	1
EDA2R	3566	10	12	29
RNU6-394P	108	0	0	0
RP6-201G10.2	1433	2	7	5
RNU6-1225P	66	0	2	0
YIPF6	8717	1138	1556	1167
RNU6-245P	108	0	0	2
EFNB1	3319	1135	1491	1751
PJA1	3116	822	1004	834
AL158069.1	120	0	0	0
FAM155B	4016	11	12	12
RP13-57D9.3	457	0	0	0
MIR676	68	0	0	0
AWAT2	2132	2	1	2
OTUD6A	1690	0	0	0
IGBP1	1868	800	977	855
IGBP1-AS2	515	3	3	6
IGBP1-AS1	544	1	5	4
DGAT2L6	1560	2	1	4
RN7SL581P	308	1	0	1
AWAT1	1441	3	3	4
RNA5SP507	122	1	0	0
P2RY4	1640	1	1	5
ARR3	1480	21	28	34
RAB41	1082	14	30	20
PDZD11	1289	278	373	312
RNY4P23	98	0	0	0
GDPD2	2654	11	30	17
DLG3	6867	797	944	764
RNU4-81P	145	0	0	0
DLG3-AS1	485	7	10	12
SLC7A3	2277	1	4	2
RNU1-56P	165	0	0	0
SNX12	2380	761	904	692
RN7SL746P	300	0	0	0
FOXO4	3304	390	321	293
CXorf65	607	0	1	1
IL2RG	1542	2	0	6
MED12	7246	900	1008	1105
AL590764.1	123	0	0	0
RP5-1091N2.9	728	1	3	5
GJB1	2055	1060	1006	605
ZMYM3	6729	1924	2466	2451
ITGB1BP2	2110	19	18	27
INGX	769	0	0	0
ACRC	3634	75	67	64
CXCR3	1870	4	4	4
AL590763.1	104	0	0	0
RP11-402P6.9	703	0	0	1
CXorf49	1857	0	0	0
RP11-402P6.7	223	0	0	0
BX276092.1	72	0	0	0
RP11-402P6.11	223	0	0	0
CXorf49B	1857	0	0	0
RNU6-1078P	104	0	0	1
RGAG4	4801	179	234	339
BX119917.1	80	6	2	7
RN7SL388P	338	2	3	3
RN7SL264P	311	0	0	0
RPS4X	2612	10822	16653	12972
CITED1	1621	2	14	5
RNU2-68P	192	0	3	1
PHKA1-AS1	603	0	3	1
RNU1-112P	165	0	0	0
DMRTC1B	1350	0	1	0
FAM226B	1491	0	4	2
RP1-172N19.1	456	0	0	0
RP11-69A21.2	454	0	0	0
DMRTC1	1436	0	0	0
LINC00684	456	0	0	0
PABPC1L2B	2201	0	0	0
PABPC1L2A	2238	0	0	0
RP11-493K23.4	1171	0	0	0
NAP1L6	2045	18	24	22
NAP1L2	2551	73	193	106
RNU6-1044P	108	0	0	0
CDX4	1518	0	1	0
TSIX	37028	18	28	25
XIST	19281	1943	1833	2621
JPX	2199	420	588	454
RP13-216E22.4	453	34	49	59
RP13-216E22.5	349	4	10	7
RP13-36G14.4	907	91	127	122
RP3-368A4.5	3899	446	481	593
RP3-368A4.6	3686	310	264	350
MIR421	86	7	16	11
MIR374B	73	4	8	8
RN7SL648P	293	43	25	50
FTX	2601	295	244	412
MIR545	107	4	1	3
MIR374A	73	2	3	3
ZCCHC13	845	0	0	0
RN7SL790P	297	0	0	0
RN7SL641P	235	0	0	0
RLIM	8384	1461	2042	1898
RNU6-330P	108	0	0	0
RNU6-562P	108	1	0	0
UPRT	2516	185	261	203
MAGEE2	2258	0	0	0
RP11-212D3.4	1236	0	1	0
PBDC1	1207	300	394	241
RNU6-867P	108	0	0	0
MAGEE1	3700	95	112	102
RNA5SP508	120	0	0	0
MIR325	99	1	0	0
RNA5SP509	120	0	0	0
FGF16	1108	0	1	0
MAGT1	4600	2527	3573	2578
RNU6-854P	108	1	0	1
RN7SL460P	255	0	1	0
COX7B	2903	1364	2261	1645
PGAM4	1679	4	2	1
PGK1	5483	3944	5460	5304
TAF9B	2720	524	785	603
CYSLTR1	5435	1	1	12
ZCCHC5	2650	0	0	0
LPAR4	3102	5	9	28
P2RY10	1807	0	0	2
GPR174	1259	0	0	0
ITM2A	1912	85	48	118
TBX22	2663	0	0	0
RNU6-493P	109	0	0	0
RNU6-995P	108	0	0	0
HMGN5	2170	56	70	46
AL357115.1	83	0	0	1
RNU6-974P	109	0	0	0
RP3-326L13.2	3193	0	0	0
POU3F4	1508	0	0	0
RP3-326L13.3	833	0	0	0
CYLC1	2111	0	0	0
MIR548I4	78	0	0	0
RP6-33F8.1	478	0	1	2
UBE2DNL	741	0	0	0
SATL1	2278	89	97	96
RP5-928E24.2	1139	1	0	2
ZNF711	5056	1324	1518	1735
AC003001.1	78	0	0	0
MIR361	73	2	2	1
Z95400.1	83	0	0	0
CPXCR1	1633	0	0	0
RP13-348B13.2	311	0	0	0
AL161723.1	118	0	0	0
TGIF2LX	1003	0	0	0
RNU6-555P	107	0	0	0
RP13-212L9.1	743	0	1	0
PABPC5-AS1	430	4	5	10
PABPC5	3452	54	57	78
RNU2-26P	192	0	0	0
AL121869.1	95	1	0	0
NAP1L3	2640	72	196	203
RNU6-332P	109	0	0	0
AL591708.1	94	0	0	0
MIR548M	87	0	0	0
AL390966.1	95	0	0	0
RNA5SP510	100	0	0	0
RN7SL379P	287	0	0	0
RN7SKP194	352	0	0	0
RPA4	1541	2	2	2
RN7SL74P	298	0	1	0
AL109750.1	83	0	0	0
TNMD	1617	20	18	54
TSPAN6	2631	1892	2173	1738
SRPX2	2379	14	7	15
RP11-524D16__A.3	653	1	2	1
SYTL4	7529	185	178	200
CSTF2	2053	191	280	207
SNORA9	530	5	14	11
NOX1	2542	10	7	8
XKRX	3378	4	11	15
ARL13A	1110	9	7	3
TRMT2B-AS1	207	1	0	0
TMEM35	2574	11	16	29
DRP2	7358	1	5	18
RNU6-934P	108	0	0	0
TIMM8A	2632	91	142	119
BTK	2997	1	1	15
RPL36A	950	20	31	25
GLA	1587	204	285	281
ARMCX4	8096	117	162	194
AL035422.1	104	1	0	0
ARMCX1	2145	659	667	637
RP4-545K15.3	656	0	1	0
ARMCX6	1938	446	538	442
ARMCX3	4243	1564	1950	1675
ARMCX3-AS1	492	0	2	6
RP4-545K15.5	652	16	22	27
RNU6-30P	108	1	3	4
ARMCX2	3346	1333	2018	1286
RNU6-587P	107	0	0	0
NXF5	1743	1	0	3
ZMAT1	7468	241	460	420
RNU6-345P	108	1	2	0
TCEAL2	1668	54	42	71
TCEAL6	1379	0	0	0
BEX5	1067	28	65	32
TCP11X3P	299	0	0	0
TCP11X1	1757	0	0	0
TCP11X2	1757	0	0	0
TMSB15A	688	4	9	85
NXF4	3634	0	0	2
ARMCX5	4913	313	446	367
RP4-769N13.6	1854	58	75	102
RP4-769N13.7	390	5	1	5
GPRASP1	6024	218	257	311
RNU6-589P	108	2	0	0
GPRASP2	4926	525	744	715
BHLHB9	5524	177	186	223
LL0XNC01-237H1.2	1139	52	59	61
RAB40AL	1030	1	0	0
LL0XNC01-237H1.3	630	1	0	4
BEX1	867	26	64	64
AL008708.1	123	0	1	1
NXF3	2331	2	2	4
BEX4	1331	1144	1552	1179
TCEAL8	1225	1100	1527	1274
TCEAL5	1171	28	71	44
BEX2	1179	500	802	486
TCEAL7	1180	131	182	223
WBP5	1099	1079	1274	1111
NGFRAP1	1365	1927	2732	1988
LL0XNC01-250H12.3	634	5	5	10
TCEAL4	2220	810	952	689
TCEAL3	2314	127	153	159
AL049610.1	71	1	0	1
TCEAL3-AS1	363	6	4	6
TCEAL1	1605	220	274	193
MORF4L2	3228	2908	3718	3240
MORF4L2-AS1	2089	19	21	19
GLRA4	1941	1	0	4
TMEM31	731	7	4	10
PLP1	3436	7	3	31
Z73964.1	126	2	0	0
RAB9B	3751	65	90	70
RNA5SP511	116	0	1	1
LL0XNC01-116E7.2	1304	1	3	9
TMSB15B	7945	123	199	205
GHc-362H12.3	4485	6	4	11
H2BFWT	897	0	0	0
SLC25A53	6847	104	126	123
ZCCHC18	3147	37	108	70
ESX1	1499	0	0	0
RNU6-207P	108	1	0	3
Z97356.1	75	1	1	0
SERPINA7	1985	2	8	2
MUM1L1	4349	176	351	265
MIR548AN	84	0	0	4
TBC1D8B	9072	166	116	228
RIPPLY1	1194	41	6	9
MORC4	3995	154	149	199
RBM41	4394	306	354	394
PIH1D3	1939	1	5	1
AL035088.1	92	0	0	0
FRMPD3-AS1	459	0	1	0
PRPS1	2204	334	571	432
TSC22D3	3677	1441	2279	2968
NCBP2L	662	0	0	0
RP6-191P20.4	2094	2	4	3
TEX13B	1251	0	0	0
VSIG1	3294	0	1	1
PSMD10	1551	724	1120	836
RP6-24A23.7	4997	4	1	2
RP6-24A23.6	565	0	0	0
IRS4	3941	1	0	1
RP6-24A23.3	1502	1	0	1
RNU6-309P	107	0	0	0
NXT2	3071	316	390	281
KCNE1L	1466	9	12	26
MIR652	99	1	0	1
MIR3978	102	1	0	0
SNORD96B	80	0	1	2
AMMECR1-IT1	563	2	4	4
GNG5P2	503	0	2	1
RGAG1	5432	7	11	6
TDGF1P3	2711	0	0	0
RNU6-496P	100	0	0	0
RN7SL661P	278	0	0	0
RNA5SP512	121	0	0	0
ALG13	5103	618	817	913
ALG13-AS1	197	5	8	13
TRPC5OS	2810	6	8	24
AL031176.1	83	1	0	0
ZCCHC16	2748	2	3	7
LHFPL1	1848	3	11	11
MIR4329	72	0	0	0
RN7SL266P	288	0	0	0
RNU6-1015P	100	0	0	0
RNU1-57P	167	11	8	6
RN7SL93P	292	1	0	4
SNORD30	71	0	0	0
SNORA35	388	92	136	112
AC007025.1	108	0	0	0
MIR764	86	0	0	0
MIR1912	81	0	0	0
MIR1298	113	0	0	0
MIR1911	81	0	0	0
MIR448	112	0	0	0
IL13RA2	1638	0	0	0
RNU6-648P	108	0	0	0
LUZP4	1731	0	0	0
RP1-93I3.1	2080	15	17	10
AC005000.2	57	1	0	0
RP1-241P17.4	1021	7	11	4
RP1-241P17.1	449	0	0	0
RN7SL712P	301	0	0	0
AGTR2	2885	9	11	33
RNU6-154P	107	0	0	0
SLC6A14	4535	22	23	13
CXorf61	550	0	0	0
RP11-232D9.3	514	0	0	0
RNU6-1323P	108	0	0	0
AL391803.1	102	2	1	1
MIR1277	79	1	2	2
IL13RA1	5400	1017	1720	1860
ZCCHC12	2235	0	11	5
RP4-562J12.2	2296	6	8	6
LONRF3	4050	13	18	13
PGRMC1	1914	4469	6107	4650
RP5-1139I1.1	2911	0	1	0
